"-17045-99", "" , "Corrected Rear Wheel Torque (lb-ft) Corrected Rear Wheel Horsepower (hp) Corrected Rear Wheel Horsepower (hp) A. SCREAMIN EAGLE TWIN CAM PERFORMANCE CAMS 2 Kits include front and rear cams. Splined rear cam is included for exceptional load handling capability. Gaskets and bearings not included. Cam Installation Kit P/N 17045-99C (sold separately) includes all required gaskets, bearings and seals for proper installation. Dealer installation is recommended and special tools are required for proper installation. SCREAMIN' EAGLE Twin Cam Stage II Upgrade A. SCREAMIN' EAGLE BILLET CAM SUPPORT PLATE 2 WITH HIGH-VOLUME OIL PUMP A great upgrade for any performance motor. The Billet Cam Support Plate is manufactured from billet aluminum with pressed-in bronze bushings and is pre-assembled with the crankshaft bushing and oil pressure relief valve. Aluminum is specified at 6061 billet plate, heat-treated to T6 specifications with a surface-hardened anodized finish to provide superior strength, rigidity and durability. CNC-precision machining ensures precise dimensions and constant material thickness across the plate, enabling perfect alignment of cams and chains. Cam bushings are made from 660 bronze materials to provide enhanced wear resistance and to stand up to increased loads from the high lift cams common in large displacement motors. The improved Screamin' Eagle highflow oil pump provides higher pressure when the oil is hot to keep pressure drops to a minimum and increases the oil supply by 16% and the scavenging by 29% over the '06-'17 Original Equipment oil pump. A. SCREAMIN' EAGLE BILLET CAM SUPPORT PLATE WITH HIGH-VOLUME OIL PUMP B. SCREAMIN' EAGLE HYDRAULIC 2 CAM CHAIN TENSIONER AND HIGH-FLOW OIL PUMP UPGRADE KIT This kit updates the cam chain tensioner of your Twin Cam 88 engine to the latest design, as featured on the Twin Cam 96TM engine. The billet cam support plate has been designed to allow the installation of the Twin Cam 96 hydraulic cam chain tensioner to Twin Cam 88-equipped models. These Hydraulic Cam Chain Tensioners will significantly outlast the spring loaded tensioners and are an ideal addition to an engine modified for improved performance. In addition, '02-'06 models utilize a Twin Cam 96 single row front roller chain and sprocket (included in kit). '99-'01 models use Original Equipment front silent chain and sprocket to retain the cam position sensor function. The kit includes an improved Screamin' Eagle HighFlow Oil Pump that provides increased oil pressure at highoperating temperatures. This kit increases the oil supply by 23% and scavenging by 50% when compared to the '99-'05 Original Equipment oil pump and reduces operating temperature of bearings to improve bearing life.", "Harley Davidson", "" , , "", "Title", "Default Title", , , , , "17045-99", ,,,,,"365.46","429.95"
"-17048-98", "" , "Chrome. Jet Black. E. SCREAMIN' EAGLE STREET PERFORMANCE SLIP-ON SHORTY DUAL MUFFLERS CHROME NOTE: Due to increased diameter of these mufflers some realignment of head pipes is usually required. It is recommended to replace exhaust port gaskets, P/N 65324-83A (stock) or P/N 17048-98 (performance), to avoid tendency of head pipes to return to original position when re-tightened. NOTE: There is no warranty on exhaust pipes and mufflers with regard to any discoloration. Blueing is caused by tuning characteristics, cam timing, carburetor jetting, over-heating, etc. and is not caused by defective manufacturing.", "Harley Davidson", "" , , "", "Title", "Default Title", , , , , "17048-98", ,,,,,"",""
"b.-chrome-engine-kit-twin-cam-17528-92", "B. CHROME ENGINE KIT TWIN CAM " , "C. EVOLUTION 1340 ENGINE COVERS CHROME Inspection Covers with Shifter Hole 60529-90A Fits '91-'05 Dyna models (except FXDWG). B. CHROME ENGINE KIT TWIN CAM (16327-06B SHOWN) Inspection Covers without Shifter Hole 60572-86 $49.95 Fits '93-'05 FXDWG and '86-'06 FLST, FXST and FXSTS models. 60670-85A Fits '85-'06 FLT models. $54.95 Outer Rocker Cover Sold as separate pieces. Order two per vehicle.", "Harley Davidson", "" , , "", "Title", "Default Title", , , , , "17528-92", ,,,,,"80.71","94.95"
"c.-evolution-1340-engine-covers-chrome-17529-92", "C. EVOLUTION 1340 ENGINE COVERS CHROME" , "Inspection Covers with Shifter Hole 60529-90A Fits '91-'05 Dyna models (except FXDWG). B. CHROME ENGINE KIT TWIN CAM (16327-06B SHOWN) Inspection Covers without Shifter Hole 60572-86 $49.95 Fits '93-'05 FXDWG and '86-'06 FLST, FXST and FXSTS models. 60670-85A Fits '85-'06 FLT models. $54.95 Outer Rocker Cover Sold as separate pieces. Order two per vehicle. Rocker Cover Spacer Sold as separate pieces. Order two per vehicle.", "Harley Davidson", "" , , "", "Title", "Default Title", , , , , "17529-92", ,,,,,"110.46","129.95"
"b.-chrome-engine-kit-twin-cam-(16327-06b-shown)-17530-92", "B. CHROME ENGINE KIT TWIN CAM (16327-06B SHOWN)" , "B. CHROME ENGINE KIT TWIN CAM (16327-06B SHOWN) Inspection Covers without Shifter Hole 60572-86 $49.95 Fits '93-'05 FXDWG and '86-'06 FLST, FXST and FXSTS models. 60670-85A Fits '85-'06 FLT models. $54.95 Outer Rocker Cover Sold as separate pieces. Order two per vehicle. Rocker Cover Spacer Sold as separate pieces. Order two per vehicle. Lower Rocker Cover Sold as separate pieces. Order two per vehicle.", "Harley Davidson", "" , , "", "Title", "Default Title", , , , , "17530-92", ,,,,,"110.46","129.95"
"-17537-07", "" , "SPORTSTER Engine & Transmission Trim A. CHROME ENGINE COVERS Dress the engine of your Sportster model in chrome. These polished and chrome-plated components are manufactured to Original Equipment specifications for exact fit and finish.", "Harley Davidson", "" , , "", "Title", "Default Title", , , , , "17537-07", ,,,,,"297.46","349.95"
"-17537-96", "" , "SPORTSTER Engine & Transmission Trim A. CHROME ENGINE COVERS Dress the engine of your Sportster model in chrome. These polished and chrome-plated components are manufactured to Original Equipment specifications for exact fit and finish.", "Harley Davidson", "" , , "", "Title", "Default Title", , , , , "17537-96", ,,,,,"297.46","349.95"
"-17551-04", "" , "SPORTSTER Engine & Transmission Trim A. CHROME ENGINE COVERS Dress the engine of your Sportster model in chrome. These polished and chrome-plated components are manufactured to Original Equipment specifications for exact fit and finish.", "Harley Davidson", "" , , "", "Title", "Default Title", , , , , "17551-04", ,,,,,"297.46","349.95"
"sportster-touring-17572-99", "SPORTSTER TOURING" , "DYNA ENGINE TRIM Engine Covers Twin Cam A. TWIN CAM ENGINE COVERS CHROME Dress the engine of your Twin Cam-equipped model in chrome. These chrome-plated components are manufactured to Original Equipment specifications for exact fit and finish. Outer Primary Covers 60764-06A $349.95 Fits '06-'17 Dyna models with mid-controls. 60782-06A $349.95 Fits '06-'17 Dyna models with forward controls and '07-'17 Softail models. 60553-07A $349.95 Fits '07-'15 Touring and Trike models (except FLHTKL and FLHTCUL). 25700385 Narrow-Profile. $349.95 Fits '07-'16 Touring and Trike models. Installation requires separate purchase of narrow derby cover, derby cover gasket and primary gasket. Chrome is Original Equipment on '15-'16 FLHTCUL and FLHTKL and '16 Touring and Trike models. 60543-99B $349.95 Fits '99-'05 Dyna and '99-'06 Softail models. 60665-99B $349.95 Fits '99-'06 Touring models. Fits '94-'98 Touring models when used with Clutch Cover P/N 60668-99 and Gasket P/N 25416-99C. Cam Covers 25369-01B $174.95 Fits '01-'17 Dyna, Softail, and '01-'16 Touring and Trike models. (except '01 EFI Touring). 25247-99 $174.95 Fits '99-'00 Dyna '00 Softail, '99-'00 Touring and '01 EFI Touring models. Transmission Side Covers 37116-06 $129.95 Fits '06-'17 Dyna (except FXDLS), and '07-'17 Softail (except FLSS, FLSTFBS, FXCW, FXCWC, FXSB and FXSE), and '07-'16 Touring and Trike models. Does not fit models equipped with a hydraulic clutch. 37105-99 $227.95 Fits '99-'05 Dyna, '00-'06 Softail and '99-'06 Touring models. Transmission Top Covers 34469-06B $149.95 Fits '06-'17 Dyna, '07-'17 Softail and '07-'16 Touring and Trike models. 34469-01 Fits '01-'05 Dyna models. $149.95 34469-99B Fits '99-'00 Dyna models. $229.95 34541-00 $229.95 Fits '00-'06 Softail and '01-'06 Touring models. Rocker and Tappet Covers Fits '99-'17 Dyna, '00-'17 Softail and '99-'16 Touring and Trike models.", "Harley Davidson", "" , , "", "Title", "Default Title", , , , , "17572-99", ,,,,,"97.71","114.95"
"sportster-touring-17573-99", "SPORTSTER TOURING" , "DYNA ENGINE TRIM Engine Covers Twin Cam A. TWIN CAM ENGINE COVERS CHROME Dress the engine of your Twin Cam-equipped model in chrome. These chrome-plated components are manufactured to Original Equipment specifications for exact fit and finish. Outer Primary Covers 60764-06A $349.95 Fits '06-'17 Dyna models with mid-controls. 60782-06A $349.95 Fits '06-'17 Dyna models with forward controls and '07-'17 Softail models. 60553-07A $349.95 Fits '07-'15 Touring and Trike models (except FLHTKL and FLHTCUL). 25700385 Narrow-Profile. $349.95 Fits '07-'16 Touring and Trike models. Installation requires separate purchase of narrow derby cover, derby cover gasket and primary gasket. Chrome is Original Equipment on '15-'16 FLHTCUL and FLHTKL and '16 Touring and Trike models. 60543-99B $349.95 Fits '99-'05 Dyna and '99-'06 Softail models. 60665-99B $349.95 Fits '99-'06 Touring models. Fits '94-'98 Touring models when used with Clutch Cover P/N 60668-99 and Gasket P/N 25416-99C. Cam Covers 25369-01B $174.95 Fits '01-'17 Dyna, Softail, and '01-'16 Touring and Trike models. (except '01 EFI Touring). 25247-99 $174.95 Fits '99-'00 Dyna '00 Softail, '99-'00 Touring and '01 EFI Touring models. Transmission Side Covers 37116-06 $129.95 Fits '06-'17 Dyna (except FXDLS), and '07-'17 Softail (except FLSS, FLSTFBS, FXCW, FXCWC, FXSB and FXSE), and '07-'16 Touring and Trike models. Does not fit models equipped with a hydraulic clutch. 37105-99 $227.95 Fits '99-'05 Dyna, '00-'06 Softail and '99-'06 Touring models. Transmission Top Covers 34469-06B $149.95 Fits '06-'17 Dyna, '07-'17 Softail and '07-'16 Touring and Trike models. 34469-01 Fits '01-'05 Dyna models. $149.95 34469-99B Fits '99-'00 Dyna models. $229.95 34541-00 $229.95 Fits '00-'06 Softail and '01-'06 Touring models. Rocker and Tappet Covers Fits '99-'17 Dyna, '00-'17 Softail and '99-'16 Touring and Trike models.", "Harley Davidson", "" , , "", "Title", "Default Title", , , , , "17573-99", ,,,,,"33.96","39.95"
"a.-twin-cam-engine-covers-gloss-black-17618-99", "A. TWIN CAM ENGINE COVERS GLOSS BLACK " , "NOTE: Removing and installing engine covers may require purchase of new gaskets. See dealer for information. A. TWIN CAM ENGINE COVERS GLOSS BLACK A. TWIN CAM ENGINE COVERS GLOSS BLACK Notice: The prices appearing in this catalog are the manufacturer's suggested retail prices. Actual retail prices may vary. Engine Covers Twin Cam B. TWIN CAM ENGINE COVERS WRINKLE BLACK These black powder-coated engine covers are the perfect start in converting your powertrain to a striking wrinkle black look. Manufactured from Original Equipment components, these covers are masked and painted on the factory production paint line to ensure a matching wrinkle black or texture black finish and a perfect fit. Complete the blacked-out look with matching primary covers, rocker housings, rocker covers, cam covers and transmission covers (sold separately). 60758-06A Primary Cover. $269.95 Fits '06-'17 Dyna models with mid-controls. 60717-07A Primary Cover. $269.95 Fits '07-'17 Softail models. Also fits '06-'17 FLD and Dyna models equipped with factory forward controls. 60706-09A Primary Cover. $269.95 Fits '07-'15 Touring and Trike models (except FLHTCUL or FLHTKL). 60715-99B Primary Cover. $269.95 Fits '99-'05 Dyna and '99-'06 Softail models. 17620-99 Rocker Box Cover. $74.95 Fits '99-'17 Dyna, '00-'17 Softail and '99-'16 Touring and Trike models (2 required). 17618-99A Rocker Box Lower Housing. $74.95 Fits '99-'17 Dyna, '00-'17 Softail and '99-'16 Touring and Trike models (2 required). 25364-01B Cam Cover. $139.95 Fits '01-'17 Dyna, Softail and '01-'16 Touring and Trike models (except '01 EFI Touring). 37135-06 Transmission Side Cover. $74.95 Fits '06-'17 Dyna (except FXDLS), '07-'17 Softail (except FLSS, FLSTFBS, FXCW, FXCWC, FXSB and FXSE), and '07-'16 Touring and Trike models. Does not fit models equipped with a hydraulic clutch. 37189-99 Transmission Side Cover. $129.95 Fits '99-'05 Dyna, '00-'06 Softail and '99-'06 Touring models. 34521-06B Transmission Top Cover. $74.95 Fits '06-'17 Dyna and '07-'17 Softail, '07-'16 Touring and Trike models. 60713-07 Derby Cover. $39.95 Fits '06-'17 Dyna and '07-'17 Softail, and '07-'15 Touring and Trike models (except FLHTCUL, FLHTKL or '07-'15 Touring or Trike models equipped with Narrow-Profile Outer Primary Cover P/N 25700385 or 25700438). 60713-99 Derby Cover. $39.95 Fits '99-'05 Dyna and '99-'06 Softail and Touring models.", "Harley Davidson", "" , , "", "Title", "Default Title", , , , , "17618-99", ,,,,,"229.46","269.95"
"front-end-17620-99", "FRONT END " , "PRODUCTION COLOR Vivid Black NEW Brass Collection Derby Cover................................... 25700515 NEW Brass Collection Timer Cover ................................... 25600057 NEW Brass Collection Air Cleaner Trim ............................ 61400339 FOOT CONTROLS Defiance Footboard Kit -- Black Anodized ...................... 50500640 Defiance Brake Pedal Pad -- Black Anodized ................. 50600185 Billet Rear Brake Lever -- Satin Black ........................... 41800-08 Billet Heel/Toe Shift Lever -- Satin Black ....................... 34023-08 REAR END NEW Brass Collection Swingarm Pivot Bolt Covers .......... 61400346 NEW Brass Collection Rear Axle Nut Covers..................... 43000050 GLOSS BLACK FORK SLIDERS ACCESSORIES FOR FIT Solo Saddle -- Black Leather ......................................... 52000279 Spring Saddle Installation Kit .......................................52000014B Pull Back Riser Kit -- Chrome ........................................ 55900023 ACCESSORIES FOR STYLE Lower Fork Sliders -- Gloss Black................................... 45500015 Upper Fork Slider Covers -- Gloss Black......................... 45591-02 NEW Front Axle Nut Covers -- Brass Collection .............. 43000046 LIGHTING & ELECTRICAL NEW DaymakerTM Signature LED Headlamp -- Black ...... 67700354 Headlamp Trim Ring -- Gloss Black, 7 Headlamp ........ 67700115 HAND CONTROLS & GAUGES NEW Brass Collection Hand Grips...................................56100134 Black Hand Control Lever Kit ..........................................36700105 NEW Brass Collection Fuel Cap ......................................61100076 NEW Brass Collection LED Fuel Gauge............................70900709 ENGINE & CHASSIS TRIM Wrinkle Black Rocker Box Covers (2) ............................... 17620-99 Wrinkle Black Cam Cover ...............................................25364-01B NOTE: Removing and installing engine covers may require purchase of new gaskets. See dealer for information. A. TWIN CAM ENGINE COVERS GLOSS BLACK A. TWIN CAM ENGINE COVERS GLOSS BLACK Notice: The prices appearing in this catalog are the manufacturer's suggested retail prices. Actual retail prices may vary. Engine Covers Twin Cam B. TWIN CAM ENGINE COVERS WRINKLE BLACK These black powder-coated engine covers are the perfect start in converting your powertrain to a striking wrinkle black look. Manufactured from Original Equipment components, these covers are masked and painted on the factory production paint line to ensure a matching wrinkle black or texture black finish and a perfect fit. Complete the blacked-out look with matching primary covers, rocker housings, rocker covers, cam covers and transmission covers (sold separately). 60758-06A Primary Cover. $269.95 Fits '06-'17 Dyna models with mid-controls. 60717-07A Primary Cover. $269.95 Fits '07-'17 Softail models. Also fits '06-'17 FLD and Dyna models equipped with factory forward controls. 60706-09A Primary Cover. $269.95 Fits '07-'15 Touring and Trike models (except FLHTCUL or FLHTKL). 60715-99B Primary Cover. $269.95 Fits '99-'05 Dyna and '99-'06 Softail models. 17620-99 Rocker Box Cover. $74.95 Fits '99-'17 Dyna, '00-'17 Softail and '99-'16 Touring and Trike models (2 required). 17618-99A Rocker Box Lower Housing. $74.95 Fits '99-'17 Dyna, '00-'17 Softail and '99-'16 Touring and Trike models (2 required). 25364-01B Cam Cover. $139.95 Fits '01-'17 Dyna, Softail and '01-'16 Touring and Trike models (except '01 EFI Touring). 37135-06 Transmission Side Cover. $74.95 Fits '06-'17 Dyna (except FXDLS), '07-'17 Softail (except FLSS, FLSTFBS, FXCW, FXCWC, FXSB and FXSE), and '07-'16 Touring and Trike models. Does not fit models equipped with a hydraulic clutch. 37189-99 Transmission Side Cover. $129.95 Fits '99-'05 Dyna, '00-'06 Softail and '99-'06 Touring models. 34521-06B Transmission Top Cover. $74.95 Fits '06-'17 Dyna and '07-'17 Softail, '07-'16 Touring and Trike models. 60713-07 Derby Cover. $39.95 Fits '06-'17 Dyna and '07-'17 Softail, and '07-'15 Touring and Trike models (except FLHTCUL, FLHTKL or '07-'15 Touring or Trike models equipped with Narrow-Profile Outer Primary Cover P/N 25700385 or 25700438). 60713-99 Derby Cover. $39.95 Fits '99-'05 Dyna and '99-'06 Softail and Touring models.", "Harley Davidson", "" , , "", "Title", "Default Title", , , , , "17620-99", ,,,,,"229.46","269.95"
"go-light-17645-07", "GO LIGHT " , "These Screamin' Eagle products are 50-state street compliant for sale and use on all vehicles, including those that are pollution-controlled. Complies with the requirements of 40 CFR Part 86, subparts E and F. Street legal and/or street compliant statements refer to product meeting 50-State emissions and noise standards in the United States. A. RAIL COLLECTION ENGINE COVERS Notice: The prices appearing in this catalog are the manufacturer's suggested retail prices. Actual retail prices may vary. Engine & Transmission Trim B. WRINKLE BLACK ENGINE COVERS These black powder-coated engine covers are the perfect start in converting your powertrain to a striking wrinkle black look. Manufactured from Original Equipment components, these covers are masked and painted on the factory production paint line to ensure a matching wrinkle black or texture black finish and a perfect fit. Complete the blacked-out look with matching primary covers, rocker housings, rocker covers, cam covers and transmission covers (sold separately).", "Harley Davidson", "" , , "", "Title", "Default Title", , , , , "17645-07", ,,,,,"314.46","369.95"
"highlighted-products-17655-05", "HIGHLIGHTED PRODUCTS " , "SCREAMIN' EAGLE PERFORMANCE 1200cc Stage IV Kit -- Black......................................................................... 92500041 NEW Heavy Breather Air Cleaner Kit -- Black ................................................ 29400227A Street Cannon Slip-On Mufflers -- Jet Black ................................................. 64900209A Muffler End Caps -- Jet Black ....................................................................... 65100063 Slotted Exhaust Shields -- Satin Black ......................................................... 65400422 This slammed fat brat bike is trimmed in quintessential '70s style with red and gold flake paint that features an asymmetric low-rider-themed design. And with Chizeled Lo Handlebars and a rigid mount pan-style seat, it's all about looks and hard-line attitude. SPORTSTER MODEL: XL1200X COLOR SHOP CUSTOM PAINT: Limited Resurgence Color Shop Limited Paint -- Resurgence ...................................................92200169EHK Chizeled Lo Handlebar -- Gloss Black ............................................................. 55800431 NEW Brass Collection Hand Grips..................................................................... 56100134 NEW Brass Collection Rider Footpegs ............................................................... 50500791 NEW Brass Collection Shifter Peg ..................................................................... 33600093 Brass Collection Derby Cover.................................................................... 25700517 NEW Brass Collection Timer Cover .................................................................... 25600059 Smooth Air Cleaner Cover ................................................................................. 29153-07 Wrinkle Black Rocker Box Cover (2) .................................................................. 17655-05 NEW Brass Collection Fuel Cap ........................................................................ 61100076 These Screamin' Eagle products are 50-state street compliant for sale and use on all vehicles, including those that are pollution-controlled. Complies with the requirements of 40 CFR Part 86, subparts E and F. Street legal and/or street compliant statements refer to product meeting 50-State emissions and noise standards in the United States. A. RAIL COLLECTION ENGINE COVERS Notice: The prices appearing in this catalog are the manufacturer's suggested retail prices. Actual retail prices may vary. Engine & Transmission Trim B. WRINKLE BLACK ENGINE COVERS These black powder-coated engine covers are the perfect start in converting your powertrain to a striking wrinkle black look. Manufactured from Original Equipment components, these covers are masked and painted on the factory production paint line to ensure a matching wrinkle black or texture black finish and a perfect fit. Complete the blacked-out look with matching primary covers, rocker housings, rocker covers, cam covers and transmission covers (sold separately).", "Harley Davidson", "" , , "", "Title", "Default Title", , , , , "17655-05", ,,,,,"314.46","369.95"
"dyna-17658-03", "DYNA" , "DYNA AUDIO & GAUGES Speedo/Tach Cluster MPH. $299.95 Speedo/Tach Cluster km/h. $299.95 Speedo/Tach Cluster MPH/km/h. $299.95 Fuel Gauge. $99.95 Voltmeter. $99.95 Oil Pressure Gauges A. DIGITAL OIL PRESSURE GAUGE CHROME Keep an eye on your engine's vital signs. This Oil Pressure Gauge features a brilliant blue, easy-to-read digital display that shines through a mirror-coated glass when the ignition is turned on. The readout is invisible when not in use. A photocell automatically adjusts the display's brightness to improve visibility in direct sunlight or to dim the display at night to avoid distraction. The display can be toggled between PSI and BAR pressure readings. Kit includes die-cast mounting bracket with gauge, pressure sensor and wiring harness. B. OIL PRESSURE GAUGE KIT Check your oil pressure at a glance with this oil-filled Pressure Gauge Kit, specifically designed to look good, fit right and perform properly on your Twin Cam-equipped motorcycle. The custom mounting brackets have been polished and chrome-plated to rigid Harley-Davidson standards and the gauge offers premium reliability. The kit includes all necessary hardware and mounting brackets for quick and clean installation.", "Harley Davidson", "" , , "", "Title", "Default Title", , , , , "17658-03", ,,,,,"212.46","249.95"
